epoch,acc,loss,val_acc,val_loss
77,1.0,0.01728368124791554,1.0,0.017680590972304344
78,1.0,0.015286566822656564,1.0,0.016713587567210197
79,1.0,0.014198432144309794,1.0,0.016082432121038437
80,1.0,0.013241498464984553,1.0,0.014108522795140743
81,1.0,0.012095471711031027,1.0,0.01295521017163992
82,1.0,0.011297877877950668,1.0,0.012355194427073002
83,1.0,0.010587370821407862,1.0,0.012299016118049622
84,1.0,0.0100807732503329,1.0,0.011107094585895538
85,1.0,0.009241547834660326,1.0,0.010932420380413532
86,1.0,0.008753051582191671,1.0,0.010290692560374737
87,1.0,0.008215341184820448,1.0,0.009337242692708969
88,1.0,0.0076734513443495545,1.0,0.008930377662181854
89,1.0,0.007386667321303061,1.0,0.008269337005913258
90,1.0,0.007013014584247555,1.0,0.007520061451941729
91,1.0,0.00660910557157227,1.0,0.007214631885290146
92,1.0,0.00639479693823627,1.0,0.007046232465654612
93,1.0,0.0060706425990377155,1.0,0.006828185170888901
94,1.0,0.005807648745498487,1.0,0.006327042821794748
95,1.0,0.0054993281540061745,1.0,0.006131782662123442
96,1.0,0.005296159469123397,1.0,0.005924776196479797
97,1.0,0.005064457987568208,1.0,0.0057318625040352345
98,1.0,0.004852632925446544,1.0,0.005717046558856964
99,1.0,0.004711408700261798,1.0,0.005551909562200308
100,1.0,0.004564182067822132,1.0,0.0053720069117844105
101,1.0,0.004388604845319476,1.0,0.005135715939104557
102,1.0,0.004240804850789053,1.0,0.004979378078132868
103,1.0,0.004086789475487811,1.0,0.004794154316186905
104,1.0,0.003951015682624919,1.0,0.004567516967654228
105,1.0,0.0038083645049482584,1.0,0.004424202721565962
106,1.0,0.003694309919540371,1.0,0.004331173840910196
107,1.0,0.0036021117786211626,1.0,0.004159506876021624
108,1.0,0.0034937134810856412,1.0,0.004075706470757723
109,1.0,0.0033957931944834335,1.0,0.004041751381009817
110,1.0,0.0033169207495770286,1.0,0.0039048788603395224
111,1.0,0.0031944369298538993,1.0,0.0036847032606601715
112,1.0,0.003107825926105891,1.0,0.003565310500562191
113,1.0,0.003061842339645539,1.0,0.003410007804632187
114,1.0,0.002949290409950273,1.0,0.0033134149853140116
115,1.0,0.0028776092388268027,1.0,0.003310455707833171
116,1.0,0.0028386199846863747,1.0,0.003294240916147828
117,1.0,0.0027430693485907148,1.0,0.0031592019367963076
118,1.0,0.0026614515975649866,1.0,0.0030337285716086626
119,1.0,0.002595509701807584,1.0,0.0029591175261884928
120,1.0,0.0025469258294573854,1.0,0.0029148149769753218
121,1.0,0.002503688314131328,1.0,0.002820405876263976
122,1.0,0.0024348785768129994,1.0,0.002759315073490143
123,1.0,0.002367997442239097,1.0,0.0027064241003245115
124,1.0,0.0023137464886531234,1.0,0.0026717979926615953
125,1.0,0.0022752629593014717,1.0,0.0026209820061922073
126,1.0,0.002228377220620002,1.0,0.002552998950704932
127,1.0,0.002179478494716542,1.0,0.0024981689639389515
128,1.0,0.0021254832058080603,1.0,0.002492414088919759
129,1.0,0.002087316808423826,1.0,0.002440723590552807
130,1.0,0.002051124715113214,1.0,0.002354532713070512
131,1.0,0.002001909722041871,1.0,0.0022836115676909685
132,1.0,0.001963471993803978,1.0,0.002220891648903489
133,1.0,0.0019151229477886642,1.0,0.0021553535480052233
134,1.0,0.0018695871279175793,1.0,0.002108069136738777
135,1.0,0.001835229291048433,1.0,0.002067918423563242
136,1.0,0.0017925988483641828,1.0,0.002014350611716509
137,1.0,0.0017613696732691356,1.0,0.0019958890043199062
138,1.0,0.001721667225605675,1.0,0.0019476209999993443
139,1.0,0.0016880689321884087,1.0,0.0019368018256500363
140,1.0,0.0016455481527373195,1.0,0.0018823303980752826
141,1.0,0.0016153682289378984,1.0,0.0018454776145517826
142,1.0,0.001579036470502615,1.0,0.0018126661889255047
143,1.0,0.0015496348330218876,1.0,0.0017755824374035
144,1.0,0.001524648895221097,1.0,0.0017849166179075837
145,1.0,0.0014903251846720064,1.0,0.0017477084184065461
146,1.0,0.0014598197802635176,1.0,0.0016957875341176987
147,1.0,0.0014323827511231815,1.0,0.001644466887228191
148,1.0,0.0014045549989012735,1.0,0.0016119511565193534
149,1.0,0.0013786757730745844,1.0,0.0015835541998967528
150,1.0,0.0013488420684422766,1.0,0.0015564413042739034
151,1.0,0.001323123129882983,1.0,0.0015227788826450706
152,1.0,0.001296800361680133,1.0,0.001490670838393271
153,1.0,0.0012727539204726262,1.0,0.0014593424275517464
154,1.0,0.0012471349826747818,1.0,0.0014261589385569096
155,1.0,0.0012207461654075555,1.0,0.0014061410911381245
156,1.0,0.0011982816504314542,1.0,0.0013956209877505898
157,1.0,0.0011739967823294656,1.0,0.001367588876746595
158,1.0,0.0011494284928111093,1.0,0.0013396311551332474
159,1.0,0.0011304540426603385,1.0,0.0013300565769895911
160,1.0,0.0011069556764726127,1.0,0.0012975909048691392
161,1.0,0.0010833080824730651,1.0,0.001272417139261961
162,1.0,0.001066623189087425,1.0,0.0012520550517365336
163,1.0,0.0010443545179441571,1.0,0.0012199246557429433
164,1.0,0.0010250065242871642,1.0,0.0011992094805464149
165,1.0,0.0010068649592410242,1.0,0.0011751112760975957
166,1.0,0.000988946296274662,1.0,0.0011420202208682895
167,1.0,0.0009707132703624666,1.0,0.0011233723489567637
168,1.0,0.0009573801403998264,1.0,0.0011119093978777528
169,1.0,0.0009338991949334741,1.0,0.0010962780797854066
170,1.0,0.0009197926764110369,1.0,0.0010832311818376184
171,1.0,0.0009071996568569116,1.0,0.0010626865550875664
172,1.0,0.0008871834226218718,1.0,0.0010431867558509111
173,1.0,0.000875177892989346,1.0,0.0010190270841121674
174,1.0,0.0008615707795667861,1.0,0.0010072485310956836
175,1.0,0.0008433372547317829,1.0,0.0009933147812262177
176,1.0,0.0008294987409109515,1.0,0.0009769577300176024
177,1.0,0.0008187859369042728,1.0,0.0009624433587305248
178,1.0,0.0008035408266420875,1.0,0.0009504170739091933
179,1.0,0.0007897455361671746,1.0,0.0009342403500340879
180,1.0,0.0007783241703041963,1.0,0.0009193072910420597
181,1.0,0.0007645755873194762,1.0,0.0009018171112984419
182,1.0,0.0007539049672361996,1.0,0.0008873727056197822
183,1.0,0.0007442195617061641,1.0,0.0008739375043660402
184,1.0,0.0007302254754384714,1.0,0.0008609720389358699
185,1.0,0.0007190788829965251,1.0,0.0008532889769412577
186,1.0,0.0007101256217408393,1.0,0.0008484819554723799
187,1.0,0.00069922862374889,1.0,0.0008329670527018607
188,1.0,0.0006916852684558503,1.0,0.0008210564847104251
189,1.0,0.0006800682001215007,1.0,0.0008040626998990774
190,1.0,0.0006681600602210633,1.0,0.0007858370081521571
191,1.0,0.0006600080191024712,1.0,0.0007738104905001819
192,1.0,0.0006541437219961413,1.0,0.0007662667776457965
193,1.0,0.000646884973061138,1.0,0.0007585049606859684
194,1.0,0.0006340096089323717,1.0,0.0007459772750735283
195,1.0,0.0006248581422758954,1.0,0.0007349860388785601
196,1.0,0.0006166767811269633,1.0,0.0007291742949746549
197,1.0,0.000610889176771577,1.0,0.0007235840894281864
198,1.0,0.0006030695097121809,1.0,0.0007033169385977089
199,1.0,0.000593414155965937,1.0,0.0006918055005371571
